dates,population,labor force,participation rate,employed,unemployed,unemployment rate,nonfarm payrolls,job openings,job layoffs,prime age unemployment,prime age employment,prime age participation rate,youth unemployment,youth employment,youth participation rate,mining payrolls,construction payrolls,manufacturing payrolls,trade & utilities payrolls,information payrolls,financial services payrolls,professional services payrolls,education & healthcare payrolls,leisure & hospitality payrolls,other services payrolls,government payrolls,mining openings,construction openings,manufacturing openings,trade & utilities openings,information openings,financial services openings,professional services openings,education & healthcare openings,leisure & hospitality openings,other services openings,government openings,mining unemployed,construction unemployed,manufacturing unemployed,trade & utilities unemployed,information unemployed,financial services unemployed,professional services unemployed,education & healthcare unemployed,leisure & hospitality unemployed,other services unemployed,government unemployed
31/12/2019,260181,164699,63.30170151,158845,5854,3.554362807,151794,4.2,1.3,3217,101663,89,1009,14079,73,693,7527,12760,27758,2891,8822,21467,24428,16805,5917,22726,15,257,380,1189,141,314,1237,1241,926,251,748,31,489,422,922,48,236,546,604,685,225,393
31/01/2020,259502,164377,63.34324976,158508,5869,3.570450854,152031,4.5,1.2,3138,101496,89,1065,14159,75,679,7575,12745,27775,2901,8833,21476,24510,16823,5933,22781,16,299,407,1253,130,406,1293,1320,913,267,820,16,515,530,1165,61,259,724,601,833,250,467
29/02/2020,259628,164467,63.34717365,158714,5753,3.497966157,152293,4.4,1.3,3141,101322,89,979,14286,75,684,7610,12743,27738,2910,8872,21483,24573,16889,5934,22857,25,291,392,1214,138,413,1288,1282,940,211,771,42,531,613,1077,68,171,794,608,799,187,348
31/03/2020,259758,162559,62.58094072,155353,7206,4.432852072,150895,3.8,8.6,3783,100064,89,1237,13395,71,678,7541,12684,27659,2902,8855,21388,24356,16158,5847,22827,11,226,295,1087,121,361,1095,1157,653,175,713,52,658,636,1342,47,230,838,771,1131,262,486
30/04/2020,259896,156269,60.12751254,133185,23084,14.77196373,130426,3.4,7,12920,87650,86,3436,10026,65,619,6522,11382,24564,2643,8592,19223,21742,8719,4511,21909,9,211,298,859,118,252,817,952,321,117,651,77,1531,1992,4211,279,545,1697,2555,4857,1421,2018
31/05/2020,260047,158101,60.79708668,137173,20928,13.23710792,133040,4,1.6,11660,89929,87,3179,10665,67,595,7004,11610,24975,2609,8607,19410,22150,9947,4740,21393,11,283,314,1064,93,313,1001,1007,710,194,621,64,1187,1782,3913,259,559,1578,2458,4434,1165,1603
30/06/2020,260204,159994,61.48790949,142342,17652,11.03291373,137671,4.3,1.6,9985,92655,88,2765,11363,68,579,7159,11950,25963,2622,8622,19768,22727,11777,5092,21412,16,228,338,1104,106,333,1079,1127,876,257,665,145,962,1383,3058,304,515,1527,2107,3792,925,1610
31/07/2020,260373,160132,61.50100049,143779,16353,10.21219994,139255,4.5,1.3,9346,93035,88,2567,11720,70,569,7196,11973,26231,2622,8623,19953,22923,12415,5236,21514,10,306,392,1267,79,296,1149,1178,781,254,818,110,870,1306,2991,311,463,1340,1920,3456,691,1792
31/08/2020,260558,160706,61.67763032,147245,13461,8.376165171,140821,4.4,1.1,7677,94854,88,2000,12366,71,561,7226,11999,26613,2640,8649,20147,23124,12573,5289,22000,10,254,458,1240,86,299,1152,1237,763,222,707,93,762,1003,2459,210,430,1286,1530,2751,574,1232
30/09/2020,260742,160174,61.43007264,147620,12554,7.837726472,141770,4.4,1.1,7284,94725,88,1814,12654,72,561,7253,12057,26746,2695,8674,20267,23189,13065,5334,21929,14,227,469,1164,110,306,1262,1220,801,230,708,108,700,935,2298,202,442,1161,1250,2436,566,884
31/10/2020,260925,161003,61.70470442,149931,11072,6.876890493,142460,4.6,1.2,6568,95940,88,1626,13179,73,556,7301,12086,26947,2684,8691,20455,23278,13303,5354,21805,16,242,519,1218,126,317,1259,1314,821,234,732,89,674,787,1921,137,383,1066,1007,2102,514,685
30/11/2020,261085,160629,61.52364173,149934,10695,6.658199951,142733,4.6,1.5,6194,95974,88,1580,13163,73,554,7321,12118,27112,2696,8706,20602,23337,13260,5344,21683,13,260,490,1263,109,275,1343,1315,845,233,676,137,732,708,1843,196,343,1027,904,1896,502,722
31/12/2020,261230,160745,61.53389733,149975,10770,6.700052879,142548,4.5,1.3,5985,96369,88,1661,13101,72,557,7357,12153,27158,2712,8718,20770,23334,12798,5313,21678,17,253,502,1223,123,283,1448,1241,799,219,664,89,930,640,1752,158,313,1071,1013,2042,453,692
31/01/2021,260851,160081,61.36875074,149821,10260,6.409255314,142863,4.8,1.1,5894,96337,88,1451,13164,72,549,7362,12142,27201,2747,8722,20922,23362,12801,5314,21741,18,309,522,1322,170,309,1436,1372,741,237,725,93,938,699,1980,186,350,1146,1059,1949,544,641
28/02/2021,260918,160248,61.41699691,150234,10014,6.249063951,143380,5.2,1.1,5760,96523,88,1399,13202,72,539,7278,12172,27277,2764,8718,20999,23413,13142,5324,21754,18,249,599,1448,109,343,1474,1595,960,319,714,132,921,724,1990,155,387,1152,899,1673,483,603
31/03/2021,261003,160439,61.47017467,150666,9773,6.091411689,144232,5.6,1,5649,96825,88,1507,13119,72,553,7399,12229,27423,2770,8736,21109,23536,13298,5335,21844,24,348,739,1722,107,337,1564,1454,1101,251,853,100,835,780,1960,173,346,1167,937,1625,421,592
30/04/2021,261103,160799,61.5845088,151045,9754,6.065958122,144587,6.1,1,5607,96937,88,1573,13098,74,555,7400,12193,27387,2796,8750,21103,23584,13568,5358,21893,20,319,848,1698,128,432,1729,1582,1308,335,948,97,768,861,1752,154,269,1036,846,1372,395,492
31/05/2021,261210,160806,61.56196164,151546,9260,5.758491599,145065,6.4,0.9,5353,97199,88,1491,13170,73,557,7391,12216,27431,2816,8761,21176,23616,13802,5370,21929,25,301,887,1699,151,415,1876,1754,1432,485,931,64,642,705,1867,157,292,952,840,1294,341,474
30/06/2021,261338,161202,61.68333729,151721,9481,5.881440677,145820,6.6,0.9,5698,97266,88,1345,13397,72,559,7393,12247,27571,2824,8773,21257,23642,14085,5438,22031,21,328,893,1896,165,361,1925,1797,1576,417,941,70,730,792,1717,170,342,921,1073,1475,342,729
31/07/2021,261469,161543,61.78284997,152812,8731,5.404752914,146762,7,1,5075,98156,88,1341,13391,73,561,7425,12305,27652,2881,8808,21418,23684,14495,5494,22039,33,376,903,1831,216,553,2078,1864,1787,437,906,68,592,613,1759,146,295,910,1067,1250,319,853
31/08/2021,261611,161527,61.74319887,153258,8269,5.119267986,147314,6.9,0.9,4808,98229,88,1309,13340,73,565,7432,12353,27703,2903,8826,21535,23708,14621,5532,22136,32,392,843,1999,216,490,2056,1794,1736,419,894,70,448,536,1691,109,320,824,1047,1201,327,764
30/09/2021,261766,161454,61.67875125,153844,7610,4.713416825,147771,6.8,1,4500,98397,88,1130,13569,73,566,7484,12393,27832,2917,8851,21636,23705,14746,5539,22102,31,359,930,1984,201,463,1957,1919,1573,462,957,48,444,580,1549,97,246,802,805,1019,278,497
31/10/2021,261908,161736,61.75298196,154468,7268,4.49374289,148572,7,0.9,4225,98953,88,1059,13757,73,569,7518,12453,27988,2938,8879,21873,23800,14949,5578,22027,32,397,953,1970,208,450,2105,2102,1614,455,952,63,398,499,1400,83,192,791,677,960,239,467
30/11/2021,262029,162243,61.91795565,155513,6730,4.148098839,149230,7,0.9,3792,99640,88,1094,13834,75,572,7562,12498,28151,2957,8911,22019,23845,15071,5598,22046,30,379,846,2010,216,513,2039,2105,1597,464,1001,50,469,478,1288,99,196,700,555,988,209,415
31/12/2021,262136,162466,61.97775201,156053,6413,3.947287432,149816,7.1,0.9,3573,99969,88,1071,13867,74,577,7595,12537,28262,2967,8938,22129,23886,15246,5617,22062,37,377,877,1971,249,512,2088,2158,1690,462,1098,34,497,435,1107,115,241,707,505,861,237,325
31/01/2022,263202,163614,62.1629015,157081,6533,3.99293459,150006,7,0.9,3645,100690,88,1075,13689,74,578,7595,12564,28318,2984,8934,22183,23869,15329,5603,22049,39,430,895,1846,238,520,2089,2072,1607,446,1029,46,709,549,1321,102,196,835,699,1046,317,477
28/02/2022,263324,163978,62.2723337,157654,6324,3.856614912,150825,7.2,0.9,3453,101069,89,1099,13800,73,581,7651,12601,28528,2990,8976,22372,23984,15462,5648,22032,33,367,823,1976,242,503,2368,2211,1699,421,1054,29,677,497,1392,91,246,737,754,849,207,386
31/03/2022,263444,164271,62.35518744,158238,6033,3.672589806,151315,7.5,0.9,3183,101675,89,1136,13719,73,589,7692,12674,28593,3018,9002,22483,24057,15523,5651,22033,40,457,905,2300,262,502,2464,2282,1656,417,1017,14,598,485,1314,58,211,756,628,771,200,324
30/04/2022,263559,163847,62.1671049,157852,5995,3.658901292,151623,7.3,0.9,3214,101524,89,1051,13610,73,596,7698,12726,28595,3034,9037,22468,24117,15626,5657,22069,40,440,1025,1910,274,560,2317,2192,1625,434,1042,19,464,489,1092,69,198,551,556,641,209,328
31/05/2022,263679,164372,62.33791845,158393,5979,3.637480836,151924,7.1,1,3265,101720,89,990,13761,72,600,7738,12735,28572,3057,9049,22503,24176,15704,5665,22125,35,411,805,1939,249,575,2239,2195,1606,402,1079,24,392,422,1167,70,193,583,620,681,200,356
30/06/2022,263835,164059,62.18242462,158085,5974,3.641372921,152358,6.9,1,3210,101441,88,1025,13868,74,608,7761,12767,28646,3076,9059,22564,24267,15794,5674,22142,39,399,860,1628,254,659,2282,2165,1576,437,983,10,385,465,1122,80,211,640,803,721,169,653
31/07/2022,264012,164076,62.14717513,158307,5769,3.516053536,153072,7,1,3095,101631,88,955,13942,73,614,7792,12800,28702,3094,9073,22658,24395,15931,5707,22306,36,383,879,1721,231,642,2113,2282,1622,442,1225,6,359,491,1114,62,162,628,785,677,194,802
31/08/2022,264184,164653,62.32512188,158744,5909,3.588759391,153362,6.2,1,3275,101997,89,996,13751,73,612,7801,12832,28748,3097,9092,22697,24468,15990,5719,22306,23,351,823,1603,207,533,1779,2109,1467,240,955,16,401,515,1073,84,181,688,760,839,231,591
30/09/2022,264356,164561,62.24976925,158814,5747,3.492321996,153582,6.6,0.9,3065,101978,89,1020,13793,74,614,7832,12849,28720,3095,9097,22744,24552,16052,5730,22297,34,442,816,1677,216,442,2131,2231,1497,247,1068,16,346,416,1105,85,136,544,659,802,189,388
31/10/2022,264535,164620,62.22995067,158671,5949,3.613777184,153939,6.4,1,3372,101642,89,1003,13812,74,618,7847,12883,28761,3100,9122,22783,24642,16142,5748,22293,46,394,743,1660,215,643,1778,2158,1547,292,972,4,419,463,972,94,195,645,677,738,174,321
30/11/2022,264708,164402,62.10692537,158484,5918,3.599712899,154242,6.4,1,3284,101547,89,1007,13762,74,624,7863,12896,28763,3115,9136,22792,24729,16183,5762,22379,40,322,814,1585,223,561,2117,2067,1530,306,1067,19,393,401,1026,57,200,702,521,769,165,332
31/12/2022,264844,164983,62.29440727,159202,5781,3.503997382,154342,6.6,1,3009,102038,89,1099,13837,73,627,7885,12895,28769,3092,9146,22774,24773,16245,5771,22365,34,395,750,1805,80,554,2114,2092,1719,330,1029,12,443,271,1037,67,271,668,483,694,170,381
31/01/2023,265962,165943,62.39349982,160173,5770,3.477097558,154776,6.2,1.1,3142,102403,89,1127,14664,72,634,7932,12903,28807,3061,9144,22791,24883,16352,5785,22484,37,309,717,1741,101,435,2019,1979,1523,380,1078,2,720,399,1337,114,236,649,599,797,209,429
28/02/2023,266112,166443,62.54622114,160457,5986,3.596426404,155066,6,1,3233,102820,89,1088,14843,74,633,7943,12898,28845,3048,9152,22837,24956,16431,5785,22538,35,362,665,1721,144,434,1844,1855,1422,379,996,17,708,464,1416,87,227,801,611,693,194,374
31/03/2023,266272,166707,62.60778452,160848,5859,3.514549479,155134,5.9,1.2,3144,103077,89,1053,14853,75,634,7926,12888,28803,3049,9150,22832,25033,16450,5789,22580,31,301,683,1428,145,467,1825,1924,1447,366,1038,36,598,459,1236,84,189,744,604,684,208,372
30/04/2023,266443,166674,62.55521819,160927,5747,3.448048286,155375,6,1.1,3310,103148,89,855,14790,72,637,7955,12884,28799,3043,9180,22837,25113,16487,5798,22642,35,382,653,1713,146,481,1808,1893,1378,418,1059,11,424,429,942,38,214,684,494,686,139,343
31/05/2023,266618,166896,62.59742403,160812,6084,3.645383952,155655,5.7,1,3392,103208,89,987,14815,73,642,7965,12869,28830,3034,9175,22850,25221,16533,5814,22722,32,381,557,1554,167,402,1651,1868,1310,367,1079,10,355,409,1137,73,240,750,595,717,195,386
30/06/2023,266801,166958,62.57772647,160973,5985,3.584733885,155880,5.6,1.1,3346,103344,89,956,14740,73,640,8006,12875,28799,3021,9182,22826,25314,16594,5831,22792,29,417,575,1393,156,447,1527,1926,1208,387,1116,7,381,396,1118,85,226,628,733,735,140,649
31/07/2023,267002,167169,62.60964337,161246,5923,3.543121033,156043,5.3,1.1,3183,103524,89,1057,14566,73,642,8016,12862,28816,3001,9193,22779,25435,16616,5846,22837,28,377,514,1436,148,441,1254,1951,1206,307,995,17,410,420,1132,64,197,688,722,836,187,657
31/08/2023,267213,167760,62.78137665,161485,6275,3.740462566,156261,5.6,1.1,3352,103479,89,1112,14676,73,641,8042,12861,28799,2981,9193,22768,25544,16651,5874,22907,26,404,576,1232,155,594,1561,2080,1185,386,1055,16,424,433,1136,106,224,729,822,817,232,599
30/09/2023,267428,167725,62.71781564,161451,6274,3.740646892,156417,5.6,1,3436,103509,90,1116,14707,72,641,8053,12872,28832,2975,9186,22743,25641,16643,5883,22948,27,428,605,1333,97,653,1499,1969,1333,323,992,16,392,495,1268,117,190,699,638,734,211,393
31/10/2023,267642,167661,62.64375546,161198,6463,3.85480225,156576,5.2,1,3462,103361,89,1087,14558,71,639,8080,12837,28865,2951,9179,22715,25735,16689,5893,22993,23,420,568,1320,101,409,1478,1834,1150,309,968,39,414,478,1150,106,222,611,593,757,264,354
30/11/2023,267822,168090,62.76183435,161863,6227,3.704563032,156703,5.2,1,3326,103560,89,1050,14768,72,636,8088,12859,28837,2962,9172,22661,25853,16694,5905,23036,30,444,535,1313,150,395,1329,1893,1160,322,1031,13,496,487,1081,100,232,747,528,758,234,305
31/12/2023,267991,167388,62.4603065,161058,6330,3.781633092,156857,5.2,1.1,3507,103241,89,1010,14725,72,638,8100,12872,28829,2963,9176,22643,25935,16704,5906,23091,32,411,597,1260,141,456,1375,2020,957,281,991,9,442,456,1132,86,293,721,560,662,236,330
31/01/2024,267540,167308,62.5356956,161133,6175,3.69079781,157032,5.1,1,3488,103473,89,922,14492,74,633,8123,12875,28799,2963,9165,22668,26033,16716,5917,23140,26,413,557,999,160,480,1438,2002,1106,303,892,16,699,512,1287,156,214,816,667,814,269,402
29/02/2024,267711,167569,62.59324421,161083,6486,3.870644332,157238,5.1,1.1,3535,103700,89,1092,14166,72,633,8132,12852,28839,2958,9151,22658,26130,16744,5930,23211,29,394,551,1038,129,624,1424,1928,1105,309,909,24,711,450,1350,121,242,962,587,810,265,373
31/03/2024,267884,167983,62.70736587,161462,6521,3.881940434,157466,5,1,3480,103641,89,1103,14222,73,636,8164,12836,28855,2951,9149,22631,26225,16780,5943,23296,33,342,517,1021,144,459,1311,1889,1211,287,992,17,570,469,1340,96,225,826,611,746,300,372
30/04/2024,268066,167923,62.64240896,161438,6485,3.86188908,157530,4.6,1,3479,103775,89,1032,14367,74,628,8170,12833,28880,2940,9144,22616,26313,16762,5947,23297,18,329,491,993,87,444,1232,1709,1060,297,869,8,555,416,1083,128,280,746,559,784,235,267
31/05/2024,268248,167807,62.55666398,161180,6627,3.949179712,157608,4.7,1.1,3584,103916,89,1194,13934,72,624,8176,12825,28880,2930,9147,22633,26383,16731,5949,23330,25,389,541,1006,120,427,1325,1833,825,264,1027,19,406,398,1131,119,286,726,745,824,219,410
30/06/2024,268438,168034,62.59694976,161152,6882,4.0955997,157695,4.5,0.9,3816,103835,90,1141,14051,73,620,8196,12814,28851,2930,9159,22606,26474,16744,5962,23339,16,288,471,1055,108,424,1097,1796,906,286,968,7,345,469,1366,147,274,738,823,743,263,631
31/07/2024,268644,168395,62.68332812,161297,7098,4.215089522,157748,4.5,1.1,3930,104134,90,1183,14100,73,622,8208,12806,28830,2917,9154,22584,26515,16751,5961,23400,24,249,481,961,105,381,1302,1703,961,327,933,31,420,537,1397,145,256,845,973,811,219,762
31/08/2024,268856,168492,62.66997947,161429,7063,4.191890416,157757,4.6,1.1,3837,104101,89,1184,13997,72,620,8236,12772,28802,2909,9162,22544,26573,16746,5957,23436,23,342,461,1067,105,375,1308,1668,939,281,952,22,338,514,1296,148,297,864,975,748,219,659
30/09/2024,269080,168662,62.68098707,161813,6849,4.06078429,157912,4.2,1.1,3701,104164,90,1057,14111,73,622,8254,12758,28813,2903,9162,22525,26691,16776,5959,23449,22,246,466,964,114,365,1230,1470,887,308,872,12,403,481,1221,98,238,746,816,761,192,434
31/10/2024,269289,168395,62.53318925,161444,6951,4.127794768,157945,4.5,1,3795,103808,89,1196,14220,74,622,8262,12697,28794,2887,9164,22486,26786,16799,5962,23486,24,241,437,961,178,432,1253,1633,1007,304,909,14,456,537,1248,71,191,835,820,818,217,399
30/11/2024,269463,168248,62.43825683,161159,7089,4.213423042,158079,4.6,1.2,3920,103652,89,1205,14139,73,624,8267,12711,28755,2885,9173,22499,26870,16823,5968,23504,22,233,415,936,119,441,1508,1704,1012,292,884,12,482,517,1273,58,240,787,781,830,207,372
31/12/2024,269638,168506,62.4934171,161586,6920,4.106678694,158316,4.4,1.1,3749,103772,89,1160,14281,74,622,8276,12693,28811,2895,9179,22532,26945,16862,5972,23529,21,135,401,1007,105,389,1295,1573,1222,260,889,35,550,542,1205,98,214,710,700,715,252,445
31/01/2025,272685,170696,62.59823606,163831,6865,4.021769696,158268,4.5,1.1,3670,105496,89,1263,14562,74,622,8264,12673,28795,2877,9187,22480,27006,16832,5975,23557,17,232,447,1065,101,506,1253,1628,1009,295,879,30,669,605,1409,152,214,958,739,983,240,363
28/02/2025,272847,170441,62.46761005,163338,7103,4.167424505,158310,4.4,1.2,3830,105380,89,1294,14307,73,622,8267,12671,28806,2876,9199,22473,27064,16796,5977,23559,19,255,400,1008,125,438,1222,1625,994,281,875,23,741,456,1316,148,211,1038,785,983,277,440
31/03/2025,273023,170641,62.50059519,163509,7132,4.179534813,158377,4.2,1,3810,105292,89,1191,14568,73,620,8273,12666,28792,2867,9201,22457,27132,16823,5987,23559,12,278,389,949,115,418,1211,1454,946,346,834,8,573,479,1293,133,290,847,780,828,337,423
30/04/2025,273197,171054,62.61196133,163898,7156,4.183474225,158485,4.3,1.1,3816,105593,90,1298,14465,74,622,8271,12662,28783,2865,9205,22470,27216,16836,5987,23568,23,207,376,1012,134,424,1339,1683,827,254,817,23,594,552,1142,119,308,702,678,734,257,413
31/05/2025,273385,170492,62.36333376,163244,7248,4.251225864,158498,4.4,1.1,3890,105411,89,1285,14324,73,618,8269,12651,28765,2864,9211,22450,27276,16839,5994,23561,20,222,401,915,109,499,1224,1761,1076,290,793,23,373,547,1327,143,281,673,750,891,221,455
30/06/2025,273585,170380,62.27680611,163327,7053,4.139570372,158478,4.3,1.2,3658,105837,89,1272,14293,74,616,8267,12636,28741,2863,9204,22419,27325,16837,5984,23586,25,224,391,1054,123,356,1332,1603,999,239,859,10,364,544,1329,103,245,724,924,896,228,691
31/07/2025,273785,170412,62.24300089,163140,7272,4.267305119,158542,4.3,1.1,3927,105453,89,1230,14325,72,610,8261,12625,28744,2861,9204,22403,27412,16848,5989,23585,12,305,428,1099,157,396,1240,1429,970,270,781,22,379,641,1206,140,238,696,1023,883,259,793
31/08/2025,274001,170750,62.31729081,163370,7380,4.322108346,158472,4.2,1.2,3972,105868,90,1417,13992,72,607,8239,12615,28743,2860,9185,22375,27435,16870,6008,23535,21,213,416,1140,141,334,1095,1512,1050,277,720,20,347,555,1342,118,174,885,981,890,298,754
30/09/2025,274226,171261,62.45250268,163656,7605,4.440590677,158548,4.3,1.1,4020,105879,90,1430,14183,73,605,8255,12612,28725,2859,9189,22359,27489,16907,6005,23543,22,206,389,1054,119,390,1267,1548,1152,258,764,33,404,571,1268,177,244,803,888,939,257,547
30/10/2025,274430,171401,62.45709288,163708,7693,4.488305202,158408,4.3,1.2,4155,105866,90,1368,14320,74,606,8243,12603,28714,2853,9184,22335,27533,16948,5999,23390,19,196,426,1257,117,307,1268,1476,1081,239,786,42,418,539,1366,151,227,830,849,871,261,580
30/11/2025,274633,171541,62.4619037,163760,7781,4.535941845,158449,4.1,1,4289,105852,90,1305,14456,74,605,8279,12593,28649,2848,9185,22391,27589,16936,6015,23359,18,292,389,1115,88,353,1309,1490,873,260,658,50,431,507,1463,125,210,857,810,802,265,613
31/12/2025,274816,171495,62.40357184,163992,7503,4.375054666,158432,4,1.1,4020,106087,90,1282,14387,73,604,8272,12580,28616,2842,9186,22372,27627,16961,6023,23349,21,245,426,976,112,237,1167,1416,956,271,722,35,541,484,1218,125,213,830,708,813,273,526
31/01/2026,274676,170465,62.06039115,163097,7368,4.322294899,158592,4.4,1,4114,105063,90,1116,14740,72,602,8317,12582,28654,2815,9147,22408,27746,16966,6026,23329,29,230,510,1157,100,429,1196,1453,1119,263,752,29,747,527,1517,128,227,899,885,884,224,640
28/02/2026,274766,170483,62.04661421,162912,7571,4.440911997,158459,4.2,1.1,4205,104909,90,1178,14709,73,601,8304,12576,28605,2794,9149,22415,27704,16955,6031,23325,17,202,439,1149,91,401,1260,1375,906,340,701,31,737,527,1430,115,226,972,784,1011,317,608
31/03/2026,274858,170087,61.88177168,162848,7239,4.256057194,158637,,,4032,105007,89,1007,14633,73,603,8330,12591,28638,2791,9134,22417,27795,16999,6022,23317,,,,,,,,,,,,28,698,513,1125,94,309,839,861,858,300,554
